Pos,Num,name,Equipe,gender,Cat,Por Categoria,TOP 100,KM10,"KM21,1","KM 26,2",KM 30,"KM 34,2",time,Tempo Bruto,Vel.Média
2651,14226,EDUARDO HIDANI,HORTIFRUTIVIAVERDE,Masculino,VET1M,359,,1:04:44,2:16:31,2:49:34,3:13:48,3:39:26,4:38:01,5:01:41,"9,11"
2652,13003,FERNANDO ANTONIO MENDES MARQUES MARQUES,EQUIPEJABAQUARADECORRIDAS,Masculino,VET1M,360,,0:58:30,2:06:29,2:41:52,3:08:52,3:37:14,4:38:01,5:00:04,"9,11"
2653,12644,APARECIDA BONFIM SANTOS,EQUIPELEVAEU,Feminino,VET1F,56,,0:55:21,2:12:37,2:40:29,3:03:59,3:28:54,4:38:03,5:00:02,"9,11"
2654,12768,CRISTIANO CAPOBIANCO,4 WAYS,Masculino,PRE-VETM,902,,0:59:50,2:07:30,2:39:54,3:06:46,3:37:38,4:38:04,4:50:43,"9,11"
2655,13943,ALEXANDRE MARTINS,,Masculino,VET1M,361,,1:04:14,2:12:30,2:44:50,3:10:59,3:38:17,4:38:06,5:00:50,"9,10"
2656,11843,JOSE DE SOUZA,INDIVIDUAL,Masculino,VET1M,362,,0:58:54,2:10:05,2:45:12,3:10:34,3:40:16,4:38:07,4:43:03,"9,10"
2657,14484,JOSE LUIZ QUATIS,AVULSO,Masculino,MASTM,751,,1:00:41,2:08:04,2:42:38,3:10:38,3:41:39,4:38:09,5:03:23,"9,10"
2658,13207,JOSE ANTONIO DE PAULA FERREIRA,E C TAVARES,Masculino,VET2M,91,,1:00:40,2:05:28,2:36:21,3:02:48,3:31:37,4:38:10,4:53:54,"9,10"
2659,13929,ALEX EMANUEL DE ASSIS,,Masculino,MASTM,752,,0:59:27,2:08:11,2:42:09,3:07:21,3:36:37,4:38:11,4:52:31,"9,10"
2660,13784,THALES FERREIRA PEREIRA,,Masculino,MASTM,753,,1:06:23,2:13:44,2:44:35,3:11:25,3:38:49,4:38:12,4:55:41,"9,10"
2661,14487,JOSE RENATO FERREIRA,,Masculino,PRE-VETM,903,,0:59:38,2:15:36,2:46:39,3:11:14,3:38:02,4:38:14,5:02:02,"9,10"
2662,14331,FRANCINI NATALIA RODRIGUES DE CARVALHO TIRABASSI,,Feminino,PRE-VETF,178,,1:03:12,2:13:59,2:48:33,3:13:58,3:41:45,4:38:16,5:06:00,"9,10"
2663,12471,VICTOR GUSTAVO MANSANO DE MENEZES,TIME TO GO !,Masculino,ADULM,123,,1:00:01,2:06:19,2:40:58,3:05:25,3:36:34,4:38:19,4:44:19,"9,10"
2664,13163,JEFERSON FEREZINI,LIVRESS,Masculino,PRE-VETM,904,,0:54:52,2:00:08,2:34:58,3:02:58,3:34:09,4:38:19,4:54:16,"9,10"
2665,15530,NATHALIA RAITELLI,,Feminino,MASTF,137,,1:04:11,2:12:39,2:45:39,3:11:08,3:39:49,4:38:19,5:06:16,"9,10"
2666,13153,IVAN OMAR CHACUR,,Masculino,VET1M,363,,0:54:21,1:59:58,2:33:15,3:01:28,3:34:03,4:38:24,4:51:30,"9,09"
2667,15659,SIMONE SIMOES VENANCIO PAGOTTO,CORNETAS RUNNING,Feminino,PRE-VETF,179,,1:03:14,2:12:21,2:46:26,3:12:23,3:40:52,4:38:25,5:06:40,"9,09"
2668,14511,JULIO CESAR DA COSTA FRANCISCO,,Masculino,PRE-VETM,905,,0:57:24,1:57:40,2:29:23,2:56:14,3:30:11,4:38:25,5:00:43,"9,09"
2669,13285,LEANDRO CEDRO,CHAMA NAS CANELAS,Masculino,MASTM,754,,1:03:29,2:11:46,2:44:02,3:07:55,3:33:28,4:38:26,4:54:04,"9,09"
2670,15869,ISABELE GOMES DA SILVA,,Feminino,PRE-VETF,180,,1:05:53,2:15:38,2:50:16,3:15:12,3:43:24,4:38:29,5:05:25,"9,09"
2671,11592,ERLON CESAR DE LIMA LOPES,LDERFIRE,Masculino,VET1M,364,,0:54:30,1:58:13,2:33:57,3:02:54,3:35:30,4:38:31,4:41:40,"9,09"
2672,14426,IVAN BALDASSARE JUNIOR,,Masculino,PRE-VETM,906,,1:02:12,2:08:56,2:42:36,3:14:18,3:40:29,4:38:34,5:03:54,"9,09"
2673,14641,MARCELO RICARDO SILVA RODRIGUES,AMIGOSSUPERAO,Masculino,PRE-VETM,907,,0:58:35,2:01:32,2:33:04,3:02:14,3:36:34,4:38:35,5:01:48,"9,09"
2674,14691,MARIANA ZAMBELLI BORGES MEIRELLES,RAFAELDONATOASSESSORIA,Feminino,PRE-VETF,181,,1:09:29,2:21:34,2:55:39,3:20:40,3:46:50,4:38:45,5:03:21,"9,08"
2675,12851,EDISON GABRIEL DE REZEDE,RECAPP,Masculino,VET2M,92,,0:52:05,1:50:51,2:32:48,3:06:30,3:33:16,4:38:55,4:50:42,"9,08"
2676,12750,CLEBER KEI YAMASAKI,4ANY1,Masculino,MASTM,755,,1:03:38,2:13:37,2:47:06,3:12:02,3:45:34,4:39:02,4:54:19,"9,07"
2677,11480,DEBORA ORCIA,FLYRUNNERS,Feminino,MASTF,138,,0:59:37,2:11:15,2:48:55,3:14:11,3:42:14,4:39:04,4:43:23,"9,07"
2678,12136,MICHAEL VINICIUS BATISTA CESAR,FLYRUNNERS,Masculino,ADULM,124,,0:59:39,2:11:17,2:48:57,3:14:12,3:42:12,4:39:08,4:43:26,"9,07"
2679,10889,LEONARDO KUBOTA,FORTES TRAINING,Masculino,MASTM,756,,0:57:13,2:04:00,2:42:59,3:11:34,3:41:49,4:39:08,5:05:01,"9,07"
2680,15595,RENATA DE OLIVEIRA FERREIRA SILVA,SUPERACAO ESPORTIVA,Feminino,PRE-VETF,182,,1:04:56,2:16:37,2:51:06,3:15:31,3:43:39,4:39:09,4:42:09,"9,07"
2681,14599,LUIZ BENIR SALMIN,NOTENHO,Masculino,VET1M,365,,0:58:04,2:06:07,2:41:32,3:09:38,3:37:28,4:39:10,5:01:19,"9,07"
2682,12397,SUZANA DINIZ DE SOUZA REGO,BRANCAESPORTES,Feminino,PRE-VETF,183,,1:04:56,2:16:36,2:51:14,3:15:30,3:43:37,4:39:10,4:42:10,"9,07"
2683,12467,VERGILIO ANTONIO DIAS,PERSONEW ASSESSORIA ESPORTIVA,Masculino,VET2M,93,,0:57:53,2:03:42,2:37:12,3:02:34,3:35:04,4:39:22,4:51:20,"9,06"
2684,15243,DOUGLAS PHELIPE ALVES DE SANTANA,,Masculino,MASTM,757,,1:06:15,2:14:48,2:49:18,3:16:07,3:45:00,4:39:23,5:07:55,"9,06"
2685,13410,MARCIO BARBOSA CARVALHO,,Masculino,MASTM,758,,0:59:23,2:03:13,2:34:38,3:00:45,3:29:33,4:39:24,5:02:33,"9,06"
2686,13495,MURILO HAKIME PIMENTA,,Masculino,MASTM,759,,0:59:30,2:04:50,2:37:18,3:02:23,3:32:55,4:39:26,5:02:11,"9,06"
2687,14113,CLAYTON DIAS NEVES,,Masculino,PRE-VETM,908,,0:59:50,2:08:40,2:42:21,3:07:54,3:38:18,4:39:27,5:02:28,"9,06"
2688,12609,ANDRE LUISESQUEDA,BOMBEIROS BARUERI 18GB,Masculino,PRE-VETM,909,,0:58:53,2:06:16,2:38:21,3:03:01,3:32:51,4:39:27,4:52:33,"9,06"
2689,11435,CLEONICE DE OLIVEIRA REIS,ESPORTECLUBESANTOANDR,Feminino,VET1F,57,,1:02:32,2:11:41,2:45:18,3:11:02,3:39:02,4:39:32,4:58:27,"9,06"
2690,12883,EDUARDO OLIVEIRA SILVA DE MOURA,,Masculino,MASTM,760,,1:04:11,2:14:56,2:50:35,3:15:33,3:43:09,4:39:34,4:53:03,"9,06"
2691,11640,FAIRO OLIVEIRA BRASIL,,Masculino,PRE-VETM,910,,1:13:36,2:25:33,2:59:40,3:24:12,3:48:51,4:39:37,4:44:57,"9,05"
2692,14648,MARCELO WAGNER CYPRIANO DIAS,,Masculino,VET1M,366,,0:56:56,2:05:08,2:41:05,3:07:44,3:38:49,4:39:40,4:52:21,"9,05"
2693,14168,DAVID RODRIGUES DA SILVA,CORNETAS RUNNING,Masculino,MASTM,761,,1:02:17,2:11:07,2:46:47,3:11:50,3:40:01,4:39:43,5:07:54,"9,05"
2694,14829,RENAN HIRAI SILVA,,Masculino,MASTM,762,,0:57:02,1:56:54,2:28:07,2:54:27,3:29:34,4:39:51,5:02:57,"9,05"
2695,12557,ALICE KEIKO TSUNOUCHI WHATLEY DIAS,TARJA PRETA,Feminino,VET2F,10,,0:58:59,2:06:43,2:40:08,3:08:45,3:40:01,4:39:56,4:56:00,"9,04"
2696,14180,DENYS CAMPOS,,Masculino,VET1M,367,,1:02:23,2:12:12,2:46:00,3:13:08,3:41:08,4:39:56,5:01:53,"9,04"
2697,15704,WANDERSON URSOLINO,,Masculino,PRE-VETM,911,,1:01:56,2:14:33,2:50:43,3:16:01,3:44:20,4:39:58,4:53:00,"9,04"
2698,11854,JOSE LUIZ REZENDE ALVES PIMENTEL,SEBO NAS CANELAS,Masculino,PRE-VETM,912,,0:56:53,2:01:55,2:38:25,3:04:57,3:34:52,4:40:04,4:45:41,"9,04"
2699,13608,REGINA ARAUJO NEMEZIO,MARCORRER,Feminino,PRE-VETF,184,,1:00:04,2:13:13,2:47:25,3:12:03,3:40:06,4:40:12,4:53:50,"9,04"
2700,14259,ERIEI DE LIMA NUNES,EQUIPE CAO,Feminino,MASTF,139,,1:01:06,2:11:46,2:44:45,3:09:42,3:38:03,4:40:14,5:06:33,"9,03"
2701,13913,ADRIANO APARECIDO ALVES OLIVEIRA,EQUIPE CAO,Masculino,MASTM,763,,1:01:08,2:11:49,2:44:37,3:09:46,3:38:06,4:40:18,5:06:34,"9,03"
2702,12897,ELEN CRISTINA CONTIERI LEITE,RTRAINING,Feminino,PRE-VETF,185,,1:05:00,2:16:41,2:52:27,3:19:46,3:45:36,4:40:24,5:05:11,"9,03"
2703,14635,MARCELO FERREIRA TREVISAN,,Masculino,PRE-VETM,913,,1:01:20,2:12:06,2:46:45,3:12:51,3:42:40,4:40:28,5:04:40,"9,03"
2704,13950,ALEXEY SUUSMANN PERE,PALMEIRAS,Masculino,PRE-VETM,914,,0:59:39,2:07:53,2:41:59,3:08:55,3:39:26,4:40:30,5:03:50,"9,03"
2705,14508,JULIANA TOGNI,,Feminino,MASTF,140,,1:01:19,2:12:06,2:46:46,3:12:52,3:42:44,4:40:31,5:04:42,"9,03"
2706,12354,ROSANGELA PASSOS EVANGELISTA,NOTENHO,Feminino,MASTF,141,,0:52:32,1:59:35,2:36:46,3:11:05,3:42:51,4:40:34,4:48:07,"9,02"
2707,15720,FERNANDA OKUBO SAITO,,Feminino,PRE-VETF,186,,1:01:02,2:10:47,2:44:42,3:10:11,3:38:46,4:40:36,4:55:22,"9,02"
2708,15117,ALEX YIO LONG LIN,,Masculino,ADULM,125,,1:00:41,2:09:17,2:44:18,3:10:05,3:40:20,4:40:36,5:09:06,"9,02"
2709,15324,GISELE RISSETO,AMIGOSRUNNERS,Feminino,PRE-VETF,187,,0:59:41,2:10:05,2:46:46,3:12:29,3:41:49,4:40:40,5:02:23,"9,02"
2710,15726,DAVID JOSE MENDI FERNANDEZ,0,Masculino,PRE-VETM,915,,1:10:53,2:23:54,2:57:15,3:23:12,3:49:15,4:40:44,5:11:27,"9,02"
2711,14623,MARCEL MURILO FERREIRA GRIGOLETE,PEGASUSP,Masculino,PRE-VETM,916,,0:58:15,2:07:37,2:41:58,3:08:01,3:39:46,4:40:44,5:03:45,"9,02"
2712,12185,PATRICIA ALBANO RUOCO,,Feminino,PRE-VETF,188,,1:01:17,2:12:39,2:50:46,3:17:06,3:45:11,4:40:48,4:42:35,"9,02"
2713,13253,JULIANA NUNES WERNECK CABANNE,IGOR NICOLAU,Feminino,MASTF,142,,1:03:33,2:14:59,2:49:16,3:15:49,3:44:24,4:40:54,5:06:17,"9,01"
2714,15015,VICTOR GRECHI,IGOR NICOLAU TEAM,Masculino,ADULM,126,,1:03:06,2:13:03,2:49:14,3:15:50,3:44:24,4:40:55,5:06:19,"9,01"
2715,12726,CICERO GUERRERINHO MATIAS DA SILVA,,Masculino,VET1M,368,,0:55:00,1:57:48,2:30:27,2:59:58,3:38:21,4:40:56,4:52:27,"9,01"
2716,14361,GILBERTO UEDA,,Masculino,VET1M,369,,1:00:48,2:12:46,2:46:35,3:13:41,3:43:57,4:41:00,5:05:13,"9,01"
2717,14304,FELIPE KATSUMI SHINTO,,Masculino,MASTM,764,,0:56:49,2:04:57,2:38:58,3:07:39,3:38:41,4:41:03,5:02:50,"9,01"
2718,15130,ANA CLAUDIA MUNIZ DE SOUZA,,Feminino,PRE-VETF,189,,1:02:49,2:14:40,2:50:14,3:15:39,3:43:52,4:41:06,4:46:45,"9,01"
2719,15139,ANDRE OSAWA QUESADA,AMIGOSAVAR,Masculino,PRE-VETM,917,,1:02:48,2:14:40,2:50:14,3:15:40,3:43:45,4:41:06,4:46:44,"9,01"
2720,10639,DANILO DE OLIVEIRA DEMETRIO,,Masculino,MASTM,765,,0:48:23,1:46:10,2:17:33,2:43:32,3:18:01,4:41:08,4:41:13,"9,01"
2721,14637,MARCELO JACOTO,,Masculino,PRE-VETM,918,,0:59:20,2:06:58,2:41:08,3:07:42,3:39:29,4:41:15,5:03:06,"9,00"
2722,12360,ROSILDA DOS SANTOS SILVA ROCHA,,Feminino,PRE-VETF,190,,0:57:04,2:04:08,2:39:01,3:06:02,3:39:14,4:41:25,4:43:04,"9,00"
2723,15851,FRANCIELE COUTINHO VIZZOTTO DE BARROS,,Feminino,MASTF,143,,1:04:45,2:27:10,3:00:07,3:24:38,3:50:06,4:41:28,4:58:31,"9,00"
2724,15557,PAULO FIGUEIREDO,,Masculino,VET1M,370,,0:59:30,2:06:15,2:38:28,3:06:26,3:34:26,4:41:29,5:09:29,"8,99"
2725,12075,MARCOS LOURENCO DE SOUZA COELHO,MEMORIAL PECAS,Masculino,PRE-VETM,919,,0:57:01,1:59:27,2:32:34,3:00:44,3:39:38,4:41:30,4:43:50,"8,99"
2726,14982,THIAGO TOSHI TERUYA,TERUYA TRAINING,Masculino,MASTM,766,,1:01:41,2:10:48,2:44:21,3:09:46,3:39:05,4:41:31,5:03:37,"8,99"
2727,12567,ALTAMIRO CALDONAZO JUNIOR,,Masculino,VET2M,94,,0:57:30,2:04:56,2:40:17,3:08:37,3:39:44,4:41:34,4:59:17,"8,99"
2728,15317,GABRIEL ANTOINE LOUIS PAILLARD,,Masculino,VET1M,371,,1:09:52,2:24:07,2:57:28,3:21:54,3:48:43,4:41:35,5:10:12,"8,99"
2729,14707,MAURICIO APARECIDO DE ASSIS,JOJOTUR,Masculino,MASTM,767,,1:01:51,2:06:12,2:39:21,3:05:10,3:36:04,4:41:37,5:07:43,"8,99"
2730,15021,VITOR HUGO SILVA RODRIGUES,CORREDORES DA ZONA NORTE,Masculino,MASTM,768,,0:58:20,2:01:02,2:31:58,2:56:41,3:29:57,4:41:39,5:06:34,"8,99"
2731,13323,LUCAS DELGADO,LUCAS,Masculino,MASTM,769,,0:55:51,2:03:31,2:39:11,3:08:26,3:41:31,4:41:40,4:53:08,"8,99"
2732,13815,VALDOMIRO JOAQUIM DA SILVA,AVULSO,Masculino,VET1M,372,,1:03:08,2:14:13,2:47:24,3:12:18,3:39:25,4:41:41,4:53:31,"8,99"
2733,11419,CLAUDEMIR BERBERT BERBERT,,Masculino,PRE-VETM,920,,0:59:33,2:08:41,2:41:11,3:05:41,3:38:21,4:41:43,4:44:11,"8,99"
2734,11329,ARI SANTOS,AVULSO,Masculino,VET1M,373,,1:03:33,2:15:32,2:49:31,3:15:05,3:43:02,4:41:45,4:58:53,"8,99"
2735,12394,SPIRULINA MARCELO LUIS PINTO,,Masculino,PRE-VETM,921,,0:52:29,1:56:57,2:31:03,3:00:49,3:35:39,4:41:45,4:43:46,"8,99"
2736,15214,CRISTINA FITZGIBBON FAGUNDES,BONDE21K,Feminino,PRE-VETF,191,,1:13:34,2:41:04,3:32:48,,,4:41:45,5:05:50,"8,99"
2737,13952,ALINE VIEIRA DE CARVALHO,,Feminino,PRE-VETF,192,,1:01:18,2:13:25,2:49:10,3:15:23,3:43:50,4:41:55,5:03:53,"8,98"
2738,12694,CARLOS ALBERTO DA SILVA,NOVA EQUIPE,Masculino,PRE-VETM,922,,1:07:14,2:19:48,2:54:35,3:18:45,3:44:36,4:41:55,5:10:56,"8,98"
2739,15029,VIVIANE SCARMINIO SIMONCINI,,Feminino,PRE-VETF,193,,0:57:43,2:03:31,2:38:13,3:08:57,3:37:36,4:41:56,5:07:57,"8,98"
2740,13071,GERALDO GARCIA JUNIOR,GETA ASSESSORIA,Masculino,PRE-VETM,923,,0:57:40,2:01:04,2:34:35,3:08:58,3:37:42,4:42:00,5:07:59,"8,98"
2741,15203,CLAUDIO DE SA MACHADO JUNIOR,,Masculino,PRE-VETM,924,,1:05:05,2:16:56,2:51:05,3:15:54,3:45:45,4:42:10,5:09:45,"8,97"
2742,15558,PAULO FRANCISCO ROCINO MAURICIO,,Masculino,PRE-VETM,925,,1:03:57,2:15:34,2:49:08,3:13:03,3:41:19,4:42:10,5:10:32,"8,97"
2743,12597,ANDRE BOAVENTURA SECKLER,MONSTROSDACORRIDAS,Masculino,MASTM,770,,1:05:49,2:18:07,2:53:38,3:17:14,3:44:15,4:42:13,5:11:15,"8,97"
2744,15454,MACIEL JOSE DA SILVA,,Masculino,PRE-VETM,926,,1:05:47,2:18:05,2:53:01,3:17:13,3:44:22,4:42:13,5:11:17,"8,97"
2745,12656,AURELIO LENTINI AGUIAR,50ESRUNNERS,Masculino,VET2M,95,,0:55:15,2:00:52,2:34:51,3:02:49,3:36:24,4:42:20,4:55:24,"8,97"
2746,14378,GUILHERME BONAROTI,,Masculino,PRE-VETM,927,,1:03:06,2:12:21,2:45:50,3:11:49,3:41:41,4:42:27,5:05:13,"8,96"
2747,12460,VANDERLEI ESCUDERO,,Masculino,VET1M,374,,0:52:29,1:58:40,2:34:01,3:01:16,3:34:03,4:42:28,4:44:12,"8,96"
2748,15201,CLAUDIA REGINA SOARES,SUPERAO,Feminino,PRE-VETF,194,,1:04:25,2:14:55,2:47:58,3:13:45,3:44:03,4:42:29,4:57:36,"8,96"
2749,12446,VAGNER DE ARAUJO CERQUEIRA,,Masculino,MASTM,771,,0:57:27,1:58:25,2:28:59,2:55:16,3:33:30,4:42:32,4:55:57,"8,96"
2750,13624,RENATA DE OLIVEIRA MIRANDA FERNANDES,MPR,Feminino,PRE-VETF,195,,1:02:55,2:12:31,2:45:56,3:11:30,3:40:23,4:42:32,4:55:37,"8,96"
2751,12898,ELEN DEISE RODRIGUES SALOME,AVULSO,Feminino,PRE-VETF,196,,1:03:22,2:15:26,2:49:14,3:14:34,3:43:03,4:42:39,5:11:46,"8,96"
2752,15367,JANETE ALMEIDA,TARTARUGASRUNNERS,Feminino,PRE-VETF,197,,1:04:20,2:16:52,2:51:30,3:17:19,3:46:06,4:42:40,5:09:10,"8,96"
2753,14295,FABIO RODRIGUES DE ALMEIDA,KASAL MARATHON,Masculino,PRE-VETM,928,,1:04:19,2:16:51,2:51:30,3:17:16,3:46:06,4:42:40,5:09:10,"8,96"
2754,14810,RAFAEL MOTTA,NUCLEO AVENTURA,Masculino,PRE-VETM,929,,1:00:30,2:11:02,2:46:37,3:14:22,3:44:27,4:42:43,5:05:22,"8,95"
2755,14885,RODRIGO DALAN,AL,Masculino,PRE-VETM,930,,1:01:11,2:12:45,2:46:45,3:14:38,3:46:31,4:42:43,5:04:43,"8,95"
2756,15574,PRISCILA AKEMI SATO,,Feminino,PRE-VETF,198,,1:03:43,2:14:47,2:49:30,3:13:31,3:42:43,4:42:50,5:10:54,"8,95"
2757,13409,MARCIELLE FARIA,LOBO,Feminino,MASTF,144,,0:57:44,2:01:18,2:38:29,3:05:20,3:38:28,4:42:55,4:58:48,"8,95"
2758,15250,EDSON DA SILVA SANTOS,VIVA,Masculino,PRE-VETM,931,,1:04:06,2:10:29,2:42:11,3:08:45,3:39:15,4:42:56,4:56:03,"8,95"
2759,12908,ELIENE BOMFIM SILVEIRA,,Feminino,PRE-VETF,199,,1:04:45,2:27:10,3:00:09,3:24:36,3:50:12,4:42:56,4:59:59,"8,95"
2760,11980,LUCIANO VITAL,,Masculino,PRE-VETM,932,,0:59:18,2:06:19,2:41:18,3:08:26,3:36:58,4:42:59,4:48:10,"8,95"
2761,14087,CELIO ADREGA DE MOURA JUNIOR,,Masculino,PRE-VETM,933,,1:04:45,2:16:10,2:49:39,3:14:33,3:42:58,4:43:05,5:07:34,"8,94"
2762,14084,CATIA TONHON,,Feminino,VET1F,58,,1:04:44,2:23:04,2:57:11,3:22:25,3:49:50,4:43:05,5:08:15,"8,94"
2763,12083,MARCOS VINICIUS GAGLIARDI,,Masculino,VET1M,375,,1:03:13,2:14:52,2:48:47,3:17:30,3:48:24,4:43:10,4:46:59,"8,94"
2764,13473,MAURICIO PORAZENKA,STUDIO VOWI,Masculino,MASTM,772,,1:03:29,2:16:12,2:49:41,3:16:36,3:44:38,4:43:14,5:05:58,"8,94"
2765,12717,CELIA REGINA DA CRUZ DE PAULA,,Feminino,VET1F,59,,1:01:10,2:09:55,2:44:16,3:11:24,3:41:09,4:43:14,4:55:08,"8,94"
2766,12266,RENATO PALMEIRA DA SILVA,PROFITNESSRUNNERS,Masculino,MASTM,773,,1:00:30,2:13:26,2:53:49,3:17:36,3:46:53,4:43:15,5:13:46,"8,94"
2767,12093,MARIA JOSE DO PRADO BARBOSA,PROFITNESSRUNNERS,Feminino,PRE-VETF,200,,1:00:31,2:13:28,2:53:49,3:17:37,3:46:54,4:43:17,5:13:46,"8,94"
2768,11213,ADRIANO APARECIDO BARBOSA,PROFITNESSRUNNERS,Masculino,MASTM,774,,1:00:30,2:13:27,2:53:48,3:17:37,3:46:51,4:43:17,5:13:46,"8,94"
2769,12972,FABIO MAGALHAES GARCEZ NOVAES,ROBERTES,Masculino,PRE-VETM,934,,1:00:05,2:08:52,2:44:43,3:13:19,3:43:36,4:43:18,4:47:50,"8,94"
2770,14045,BRUNO FARIA,F2ASSESSORIAESPORTIVA,Masculino,MASTM,775,,0:58:49,2:05:53,2:37:17,3:00:27,3:26:51,4:43:22,4:58:36,"8,93"
2771,14941,SILMARA STOPA RIBEIRO,,Feminino,PRE-VETF,201,,1:01:36,2:11:25,2:46:46,3:13:58,3:43:09,4:43:24,5:05:20,"8,93"
2772,15839,ELISANGELA SOARES DO CARMO,ASMANDADAS,Feminino,MASTF,145,,0:59:36,2:07:26,2:48:36,3:16:04,3:43:13,4:43:24,5:06:07,"8,93"
2773,12104,MARIO SERGIO TRIBUZZI RUOCO,,Masculino,PRE-VETM,935,,1:01:08,2:10:08,2:44:48,3:11:36,3:43:27,4:43:32,4:45:20,"8,93"
2774,14967,THATIANE LIMA RIBEIRO,,Feminino,PRE-VETF,202,,0:58:13,2:11:19,2:47:06,3:13:26,3:45:19,4:43:34,4:56:44,"8,93"
2775,14379,GUILHERME BRAMBILLA DE SOUZA,,Masculino,MASTM,776,,0:58:39,2:03:33,2:40:24,3:19:32,3:47:57,4:43:37,5:07:20,"8,93"
2776,13876,WILSON ANTONIO MIORIN,CORINTHIANS,Masculino,VET2M,96,,1:00:59,2:07:30,2:41:35,3:09:55,3:42:15,4:43:40,5:08:13,"8,93"
2777,11306,ANDRESSA SIMOSO,,Feminino,MASTF,146,,1:05:47,2:18:31,2:54:02,3:21:03,3:49:38,4:43:46,4:56:55,"8,92"
2778,14383,GUILHERME MOREIRA ALVES PESSOA,,Masculino,ADULM,127,,1:05:32,2:16:03,2:48:57,3:13:27,3:42:16,4:43:47,5:06:18,"8,92"
2779,11425,CLAUDIO JOSE RIBEIRO FILHO,CLAUDIORIBEIRO,Masculino,VET1M,376,,0:58:12,2:04:57,2:37:57,3:04:53,3:38:12,4:43:52,4:48:30,"8,92"
2780,14950,STEVE JONES,STEVE AND MARGIE JONES,Masculino,VET2M,97,,1:02:11,2:12:15,2:47:12,3:13:59,3:42:58,4:43:55,4:59:38,"8,92"
2781,15597,RENATA DE SIQUEIRA VINHAS,,Feminino,PRE-VETF,203,,1:05:17,2:18:05,2:53:12,3:18:54,3:46:36,4:43:55,5:13:11,"8,92"
2782,15003,VANESSA ARAUJO BASSETO,,Feminino,PRE-VETF,204,,1:06:49,2:23:42,2:58:59,3:24:44,3:51:02,4:43:57,5:08:40,"8,92"
2783,13565,PEDRO HARGREAVES PASSAGLI,AVULSO,Masculino,MASTM,777,,1:05:23,2:19:26,2:54:27,3:20:37,3:48:02,4:43:58,5:02:25,"8,92"
2784,15900,MARIA REGINA SALMI DE ANDRADE RIBEIRO,,Feminino,VET1F,60,,1:00:27,2:10:00,2:44:56,3:12:43,3:43:00,4:43:58,5:10:20,"8,92"
2785,15326,GLAUCIA SILVA,TAIADASRUNNING,Feminino,PRE-VETF,205,,1:05:19,2:18:06,2:53:04,3:18:53,3:46:38,4:43:59,5:13:13,"8,92"
2786,13497,MURILO SOARES NEVES,CADENCEASSESSORIA,Masculino,ADULM,128,,0:58:18,2:04:47,2:36:34,3:00:53,3:32:15,4:44:05,4:59:27,"8,91"
2787,15526,MORGANA DE SOUZA COSTA,,Feminino,MASTF,147,,1:05:36,2:15:14,2:48:40,3:13:26,3:44:32,4:44:06,5:13:08,"8,91"
2788,11122,THIAGO JOSE TREVISI NOVAES,TEAM MACEDO,Masculino,PRE-VETM,936,,0:57:19,2:05:04,2:39:36,3:06:55,3:39:21,4:44:06,4:44:31,"8,91"
2789,14504,JULIANA CRISTINA DE MATOS,,Feminino,PRE-VETF,206,,0:59:56,2:10:31,2:45:42,3:12:39,3:42:13,4:44:10,5:01:15,"8,91"
2790,15157,ARMANDO MAKOTO SHIMOKAWA,,Masculino,PRE-VETM,937,,1:03:45,2:14:47,2:49:28,3:13:32,3:42:42,4:44:12,5:12:15,"8,91"
2791,14684,MARIA LUCIANA ALVES,IRON LIFE ASSESSORIA ESPORTIVA,Feminino,PRE-VETF,207,,0:59:02,2:02:09,2:36:21,3:03:32,3:37:37,4:44:13,5:08:05,"8,91"
2792,10519,AILSON DE MORAIS,,Masculino,VET1M,377,,0:58:46,2:05:25,2:38:48,3:06:31,3:38:32,4:44:16,4:46:12,"8,91"
2793,14980,THIAGO RODRIGUES,,Masculino,MASTM,778,,1:02:43,2:11:46,2:45:44,3:12:00,3:40:22,4:44:16,5:09:13,"8,91"
2794,13886,CELINA TIEKO TSUTSUMI ROMERO,0,Feminino,VET2F,11,,1:03:44,2:17:52,2:52:28,3:18:13,3:47:12,4:44:18,4:56:32,"8,91"
2795,13065,GENILSON LEVI FERREIRA,,Masculino,VET1M,378,,0:59:08,2:04:06,2:38:41,3:06:38,3:37:32,4:44:19,4:59:20,"8,91"
2796,14814,RAFAEL W LOPES,,Masculino,PRE-VETM,938,,1:04:36,2:15:43,2:49:28,3:14:56,3:43:29,4:44:26,5:06:59,"8,90"
2797,13553,PAULO PIN,PAIDAMANUEDOEDU,Masculino,PRE-VETM,939,,1:06:17,2:21:04,2:57:39,3:24:22,3:54:34,4:44:29,5:08:02,"8,90"
2798,13293,LEANDRO YOSHIMURA,,Masculino,PRE-VETM,940,,1:03:23,2:12:33,2:46:30,3:10:38,3:41:43,4:44:36,5:00:07,"8,90"
2799,12858,EDSON DONIZETE DE LIMA,,Masculino,VET1M,379,,0:55:51,2:04:30,2:36:37,3:02:21,3:33:42,4:44:43,4:57:03,"8,89"
2800,14229,EDUARDO TOCCHET,NA,Masculino,PRE-VETM,941,,1:04:18,2:12:41,2:47:00,3:10:44,3:41:16,4:44:47,5:08:59,"8,89"
