Pos,Num,name,Equipe,gender,Cat,Por Categoria,PC1_42K,PC2_42K,PC3_42K,time,Tempo Bruto,Vel.Média
175,2167,LEANDRO DE CARVALHO,BOBS BURGUER SARAMDI E LONDRINA,Masculino,M4044,40,0:30:22,1:24:42,2:31:09,2:59:27,2:59:44,4:16
176,1150,LUCIO CARLOS DA SILVA LIMA,MARCIANO BARROS CLUBE DE CORRIDA,Masculino,M4044,41,0:29:29,1:23:04,2:29:17,2:59:31,3:00:04,4:16
177,2328,ALEX LEITE,JVM TRAIL RUN,Masculino,M4044,42,0:29:35,1:23:13,2:30:03,2:59:35,3:00:02,4:17
178,1064,RODRIGO COSTA CARNEIRO,ID GESTAO ESPORTIVA,Masculino,M4549,16,0:30:41,1:25:51,2:31:52,2:59:39,2:59:56,4:17
179,3278,MATHEUS DA SILVA RAFAEL,BHRACE,Masculino,M2529,15,0:27:59,1:20:26,2:28:13,2:59:40,3:00:23,4:17
180,1907,ADEMAR DO NASCIMENTO JUNIOR,,Masculino,M4549,17,0:26:34,1:17:23,2:25:25,2:59:43,2:59:54,4:17
181,3364,GERMANO VON SALTIEL,FS TEAM,Masculino,M3539,42,0:31:08,1:25:53,2:32:41,2:59:51,3:00:33,4:17
182,991,JACKSON COTA,ENDURANCE ON,Masculino,M3034,33,0:29:42,1:23:06,2:29:27,3:00:00,3:00:18,4:17
183,162,CRISTIANO DUARTE TAVARES,TAG,Masculino,M3539,43,0:29:18,1:22:30,2:29:34,3:00:03,3:00:34,4:17
184,3389,SELMA FLAVIANA DA PAZ FERNANDES,ZIRLENE SANTOS CAROL PERSONAL ACROB,Feminino,F4044,1,0:29:37,1:23:54,2:30:36,3:00:13,3:00:27,4:17
185,2471,FERNANDO DE SOUZA,TON LEVI,Masculino,M4044,43,0:30:11,1:24:12,2:30:04,3:00:30,3:00:58,4:18
186,3305,FABIO SA CARNEIRO SCZEPANIK,FS TEAM,Masculino,M3539,44,0:31:07,1:25:51,2:32:44,3:00:36,3:01:19,4:18
187,1254,GRIFFA PAOLA SOLEDAD,,Feminino,F3539,1,0:28:30,1:21:47,2:30:43,3:00:39,3:00:43,4:18
188,1321,CLEBER ITAMAR RODRIGUES,CARLOS VENTURINE,Masculino,M4549,18,0:29:28,1:22:52,2:29:55,3:00:40,3:00:58,4:18
189,572,JOSIAS DE CASTRO MACHADO NETO,JABAQUARA,Masculino,M4044,44,0:29:04,1:21:34,2:31:52,3:00:58,3:01:13,4:19
190,1216,CARLOS CEZAR GELLI,ACADEMIA CORPUS TUPA - SP,Masculino,M5054,8,0:30:07,1:25:26,2:32:44,3:01:07,3:01:24,4:19
191,1194,CAIO EDUARDO DA SILVA,BTREINO,Masculino,M3539,45,0:30:00,1:23:38,2:30:22,3:01:09,3:01:21,4:19
192,545,DIEGO MOLINA,NEWPACE,Masculino,M3539,46,0:29:52,1:23:16,2:30:00,3:01:13,3:01:40,4:19
193,121,EVERTON LOPES,TEAM SEFFRIN,Masculino,M3034,34,0:29:01,1:22:56,2:30:32,3:01:15,3:01:22,4:19
194,2724,THIAGO PAIVA CHAVES,BRT,Masculino,M4044,45,0:29:48,1:23:55,2:30:37,3:01:22,3:01:36,4:19
195,3362,VINICIUS DE CAMPOS BRAGA,CINJO SPORTS,Masculino,M2529,16,0:30:24,1:25:28,2:32:37,3:01:23,3:01:45,4:19
196,3295,ANDERSON LUIZ DOS SANTOS,ARS3,Masculino,M3539,47,0:29:04,1:22:21,2:29:13,3:01:27,3:01:36,4:19
197,688,AGUSTIN MARTELLA,,Masculino,M3034,35,0:30:36,1:25:42,2:32:59,3:01:28,3:01:53,4:19
198,2185,GUSTAVO FLORIM PATRAO,AMD,Masculino,M3539,48,0:31:02,1:26:13,2:32:11,3:01:29,3:01:38,4:19
199,262,MARCOS VINICIUS DE DEUS,COSTA E COSTA ASSESSORIA ESPORTIVA,Masculino,M3539,49,0:28:50,1:21:56,2:29:49,3:01:34,3:01:39,4:19
200,297,RICARDO RIBEIRO MIRANDA,ATIVA - ATHOS - CIESCA,Masculino,M4549,19,0:28:51,1:24:26,2:32:29,3:01:44,3:02:12,4:20
201,3411,JOAO PEDRO MARTINS MACHADO,42K ASSESSORIA ESPORTIVA,Masculino,M2024,2,0:29:12,1:22:19,2:29:50,3:01:57,3:02:05,4:20
202,755,AUGUSTO CESAR MATOS SIMAS,FRANKNEY LOPES,Masculino,M4549,20,0:29:41,1:23:06,2:29:14,3:02:05,3:02:13,4:20
203,2066,ARTHUR EMILIO DE ARAUJO,FLECHA TEAM,Masculino,M3539,50,0:30:31,1:26:01,2:33:15,3:02:07,3:03:11,4:20
204,2985,THEO MORAES DA SILVA,EZK TEAM,Masculino,M3539,51,0:29:44,1:24:00,2:32:09,3:02:31,3:02:41,4:21
205,820,GUSTAVO ELLIAS DE CARVALHO ALVES,SAVAZONI RUNNING TEAM,Masculino,M4044,46,0:31:17,1:26:09,2:32:41,3:02:53,3:03:07,4:21
206,552,ROBERTO DE LIMA BROZOSKI,VLOZ ASSESSORIA ESPORTIVA,Masculino,M3539,52,0:28:14,1:20:41,2:31:06,3:03:26,3:03:32,4:22
207,787,ANDRE LUIZ SILVA,PREVIMUNE,Masculino,M3539,53,0:30:34,1:26:54,2:34:40,3:03:31,3:03:46,4:22
208,1087,DANIEL VICENTE WALTRICK ROSA,EQUIPE TOP,Masculino,M4549,21,0:28:30,1:22:00,2:31:49,3:03:33,3:03:58,4:22
209,2287,WASHINGTON LUIZ COSTA DA LUZ SILVA,,Masculino,M3034,36,0:28:32,1:21:29,2:30:44,3:03:40,3:04:01,4:22
210,1301,CLAUDENIR DEL GRANDE,LOBO SOLITARIO,Masculino,M5054,9,0:30:15,1:24:28,2:33:35,3:03:45,3:04:06,4:23
211,3312,TOMAS ARRILLAGA,PRORUNNERS,Masculino,M3034,37,0:29:34,1:24:55,2:33:17,3:03:47,3:04:36,4:23
212,12,EDIANE SILVA PIRES,RENATO MAIA,Feminino,ELTF,6,0:29:32,1:23:25,2:32:53,3:03:51,3:03:54,4:23
213,1082,LEONARDO FORTUNATO,42K ASSESSORIA ESPORTIVA,Masculino,M3034,38,0:29:13,1:22:19,2:32:51,3:03:58,3:04:06,4:23
214,3499,DOUGLAS OLDANI,,Masculino,M4044,47,0:29:43,1:24:20,2:32:54,3:04:05,3:04:23,4:23
215,1589,KAIQUE CAMPINAS DOS SANTOS,RUANCARVALHO ACESSORIA ESPORTIVA,Masculino,M2529,17,0:29:36,1:23:07,2:32:32,3:04:06,3:04:13,4:23
216,1449,PAULO HENRIQUE MIGUEZ,,Masculino,M4044,48,0:30:57,1:27:10,2:35:13,3:04:08,3:04:30,4:23
217,1836,FERNANDO BORDIN MATIUSSI,G TREINAMENTO ESPORTIVO,Masculino,M3539,54,0:31:36,1:28:21,2:35:54,3:04:28,3:05:02,4:23
218,623,SALOMAO FERREIRA GOMES,,Masculino,M5054,10,0:28:12,1:22:08,2:29:47,3:04:39,3:04:44,4:24
219,838,DANILO GARCIA DE SOUSA,,Masculino,M3034,39,0:31:34,1:26:38,2:34:08,3:04:49,3:05:01,4:24
220,2110,DANIEL THIAGO OTERBACH,GPA,Masculino,M4044,49,0:30:58,1:27:13,2:35:15,3:04:51,3:05:23,4:24
221,1642,LUCAS CARDOSO,RUN4LIVE,Masculino,M3034,40,0:29:22,1:22:42,2:32:48,3:05:05,3:06:03,4:25
222,1843,GIOVANI BUENO RAFAGNIN,SQUADRATRIFOZ,Masculino,M4044,50,0:29:23,1:23:27,2:33:24,3:05:22,3:05:22,4:25
223,3130,JAIRO MAROPO DE ALENCAR,,Masculino,M3539,55,0:29:34,1:24:14,2:33:58,3:05:37,3:06:04,4:25
224,1030,LEANDRO CORDEIRO MARCELINO,RCO ASSESSORIA ESPORTIVA,Masculino,M3539,56,0:29:48,1:25:24,2:35:15,3:05:42,3:05:54,4:25
225,2720,SIDNEI BARROS DOS SANTOS,MB RUN,Masculino,M5054,11,0:31:20,1:28:21,2:37:47,3:05:44,3:06:07,4:25
226,1992,DAVID DANIEL BUENO,CASTELO BISPO DE SA,Masculino,M4549,22,0:29:41,1:23:19,,3:05:46,3:05:54,4:25
227,2103,KENNEDY RIBEIRO DE ALMEIDA,LONGAO DOS AMIGOS,Masculino,M3034,41,0:27:10,1:16:25,,3:05:46,3:05:53,4:25
228,384,RICARDO DIAS,,Masculino,M4044,51,0:29:41,1:23:09,2:31:31,3:05:58,3:06:32,4:26
229,2617,LEONARDO LUIZELLI ALTAFINI,COMPANHIA DOS CAVALOS,Masculino,M3034,42,0:31:05,1:27:24,2:36:44,3:06:05,3:06:28,4:26
230,3434,REINALDO ANDRADE PINHEIRO DE FREITAS,,Masculino,M3539,57,0:30:33,1:25:41,2:35:14,3:06:09,3:06:28,4:26
231,492,EUSEBIO PAIM NETO,SAVAZONI RUNNING TEAM,Masculino,M4044,52,0:29:49,1:24:21,2:35:18,3:06:10,3:06:49,4:26
232,614,HAN SANG JU,CLUBE DA ENDORFINA,Masculino,M5054,12,0:31:17,1:27:26,2:36:18,3:06:13,3:06:56,4:26
233,644,ROGERIO WEYN,M2 ASSESSORIA ESPORTIVA,Masculino,M4549,23,0:29:39,1:23:25,2:31:11,3:06:14,3:06:29,4:26
234,708,BRUNO CESAR ORLANDI,,Masculino,M4044,53,0:29:29,1:23:00,2:33:04,3:06:26,3:07:13,4:26
235,2904,ODAIR DO NASCIMENTO,TARTARUGA DA MONTANHA,Masculino,M5559,2,0:29:53,1:24:23,2:33:28,3:06:27,3:06:47,4:26
236,3262,LORENZO DOVERA,CORREDORES JUBATUS,Masculino,M2529,18,0:31:50,1:28:42,2:36:39,3:06:39,3:07:06,4:26
237,2604,MARCONE JUNIO ASSIS DE SOUZA,,Masculino,M4044,54,0:30:26,1:26:10,2:36:36,3:06:42,3:07:00,4:27
238,469,JULIO CESAR RODRIGO,OJANIOASSESSORIA,Masculino,M4549,24,0:29:46,1:25:20,2:35:54,3:07:01,3:07:09,4:27
239,1307,ZACARIAS VITORIANO DA PAIXAO,PAIXAO POR CORRIDA,Masculino,M4549,25,0:32:18,1:28:57,2:37:31,3:07:03,3:07:19,4:27
240,1004,VITOR HUGO GUILHERME CIRILO,MFS ACESSORIA,Masculino,M2024,3,0:30:52,1:26:39,2:36:27,3:07:06,3:07:44,4:27
241,739,ALEXANDRE CORAL FISCHER,F3,Masculino,M3539,58,0:29:30,1:22:57,2:31:46,3:07:09,3:07:20,4:28
242,490,DIMITRI ALMEIDA BARROS,SAVAZONI RUNNING TEAM,Masculino,M4044,55,0:31:00,1:27:25,2:36:59,3:07:09,3:07:48,4:28
243,2267,ADRIANO MATOS FERNANDES,BV RUN TRI,Masculino,M5054,13,0:29:38,1:23:16,2:32:45,3:07:14,3:07:37,4:28
244,2397,CANDIDO CRISTOF MUELLER,RCR - RUN,Masculino,M3539,59,0:30:43,1:26:40,2:36:46,3:07:22,3:08:04,4:28
245,3197,MARIA EDUARDA DE ARRUDA FALCAO VASCONCELLOS,RIO SAUDE,Feminino,F4044,2,0:31:40,1:28:35,2:38:26,3:07:23,3:07:33,4:28
246,464,DEMILSON LINHARES,OJANIOASSESSORIA,Masculino,M4044,56,0:30:24,1:24:53,2:36:50,3:07:29,3:07:36,4:28
247,3555,VALDENEI RODRIGO DELUCA,JOINVILLE RUN,Masculino,M4549,26,0:29:44,1:24:53,2:35:25,3:07:34,3:07:50,4:28
248,781,ANDRE ALVES MENDES,CLUBE DE CORRIDA FORMACCO,Masculino,M3539,60,0:31:22,1:28:14,,3:07:34,3:08:02,4:28
249,677,MURILO CESAR SOLA,CLUBE DE CORRIDA FORMACCO,Masculino,M4044,57,0:30:40,1:26:52,2:36:42,3:07:34,3:08:02,4:28
250,184,ERIC RODRIGO BALDIM,BALDIMS TEAM,Masculino,M4044,58,0:32:56,1:31:01,2:38:36,3:07:45,3:08:07,4:28
251,2025,ROGER VINICIUS PIRES DE CAMARGO OLIVEIRA,FARMERS RUNNING TEAM,Masculino,M5054,14,0:30:25,1:26:17,2:37:10,3:08:01,3:08:28,4:29
252,3620,REGIS PINHO DE BRITO,DISCIPLINE FIRST,Masculino,M4549,27,0:29:41,1:23:17,2:37:45,3:08:01,3:08:29,4:29
253,494,JOEL VALENTIN SELDENREICH,SAVAZONI RUNNING TEAM,Masculino,M4044,59,0:30:03,1:24:24,2:34:30,3:08:02,3:08:42,4:29
254,2193,JARDEL RIBEIRO DOS SANTOS,IMPARAVEIS,Masculino,M3539,61,0:27:44,1:18:05,2:25:25,3:08:05,3:08:17,4:29
255,3556,ANTONIO FERREIRA MARQUES,,Masculino,M3539,62,0:33:21,1:31:18,2:40:09,3:08:14,3:09:39,4:29
256,1781,LEANDRO CASSIO RODRIGUES,TOP ENERGY RUN,Masculino,M4044,60,0:30:36,1:27:27,2:37:17,3:08:22,3:08:55,4:29
257,3436,ALLAN RAMOS DOS SANTOS,,Masculino,M3034,43,0:29:45,1:23:35,2:31:29,3:08:26,3:08:41,4:29
258,1559,RAFAEL MONTEIRO TANNUS,DESAFIE VOCE,Masculino,M4044,61,0:30:59,1:28:18,2:38:31,3:08:28,3:08:37,4:29
259,2481,FELIPE GONCALVES RODRIGUES,BVRUN,Masculino,M3034,44,0:30:56,1:28:04,2:37:22,3:08:29,3:08:56,4:29
260,1655,RICHARD PEREIRA JUNIOR,ISTEPO,Masculino,M4549,28,0:29:36,1:22:55,2:34:41,3:08:31,3:08:47,4:29
261,304,RODRIGO SILVA FRARE,FRARE ASSESSORIA ESPORTIVA,Masculino,M3539,63,0:29:24,1:22:48,2:32:36,3:08:35,3:08:55,4:29
262,1098,MATHEUS RODOLFO DE OLIVEIRA CARVALHO,AUCB,Masculino,M2024,4,0:33:34,1:32:48,2:39:31,3:08:47,3:09:10,4:29
263,1428,JOAO ANTONIO GURREIRO FADEL,PALHOCA RUNNERS,Masculino,M3034,45,0:30:58,1:27:15,2:37:36,3:08:50,3:08:58,4:30
264,998,ROGERIO RAMOS DOS SANTOS,RR RUN,Masculino,M4549,29,,1:29:35,2:39:41,3:08:50,3:09:08,4:30
265,997,FERNANDO SILVA BERTOLUCI,RR RUN,Masculino,M4044,62,0:32:06,1:29:27,2:39:41,3:08:51,3:09:09,4:30
266,252,LUIZ RAIMUNDO DA SILVA DUARTE,RV ASSESSORIA ESPORTIVA,Masculino,M3539,64,0:29:46,1:23:18,2:34:45,3:08:53,3:09:15,4:30
267,1158,GUILHERME MARZULLO DE CARVALHO,,Masculino,M4044,63,0:30:46,1:27:25,2:38:02,3:09:01,3:09:16,4:30
268,2699,MARCUS VINICIUS MARTINS DE ANDRADE,,Masculino,M4044,64,0:31:38,1:28:31,2:39:43,3:09:20,3:09:35,4:31
269,2696,DUDSON CEZAR DOS SANTOS,DUDSRUN,Masculino,M3034,46,0:29:24,1:22:54,2:34:40,3:09:32,3:10:07,4:31
270,1998,GUSTAVO HENRIQUE MARINI,SAO PAULO FC,Masculino,M3034,47,0:29:30,1:22:26,2:29:13,3:09:32,3:10:03,4:31
271,1759,LUCCAS CASTELLINI,CZN,Masculino,M3539,65,0:29:35,1:23:16,2:31:11,3:09:33,3:09:59,4:31
272,2028,ARMENIO GOMES DUARTE NETO,SANTITREINOS,Masculino,M4044,65,0:31:45,1:29:28,2:40:25,3:09:35,3:09:52,4:31
273,1956,THIAGO JUN YOSHIOKA,ESCOLA DE EDUCACAO FISICA DA PM,Masculino,M3034,48,0:33:08,1:34:57,2:40:58,3:09:45,3:10:49,4:31
274,478,VITOR SIQUEIRA RIUL,RM ASSESSORIA ESPORTIVA,Masculino,M3034,49,0:29:04,1:21:36,2:27:24,3:09:49,3:10:06,4:31
275,1343,EZEQUIEL BONJOVANI XAVIER JUNIOR,ELGER 20,Masculino,M2529,19,0:33:15,1:30:59,2:40:59,3:09:51,3:10:47,4:31
276,1240,RICARDO BOCCARDO,ATITUDE,Masculino,M4549,30,0:29:24,1:24:25,,3:09:51,3:10:12,4:31
277,1529,THALES MARCELO MULLER DIAS,ENDURANCE ON,Masculino,M4044,66,0:31:26,1:28:24,2:39:07,3:09:52,3:10:11,4:31
278,462,THOMAS VICTOR HONORIO DA SILVA,NAVEGA RUN,Masculino,M2529,20,0:31:42,1:28:16,2:37:39,3:10:08,3:11:08,4:32
279,2416,MARCELO DA SILVA GONÇALVES,MARCELO TEAM,Masculino,M4549,31,0:33:43,1:32:15,2:43:03,3:10:09,3:14:26,4:32
280,2919,PEDRO VITOR REATANO LEITE,LIVRESS,Masculino,M2529,21,0:31:36,1:28:30,2:38:36,3:10:09,3:10:09,4:32
281,2760,MAURICIO ERNESAKS RODRIGUES,MESSIAS RACE,Masculino,M5054,15,0:33:19,1:31:17,2:40:53,3:10:19,3:10:58,4:32
282,2422,JOSE JORGE BENASSULY JUNIOR BENASSULY,,Masculino,M4549,32,0:32:57,,2:42:04,3:10:28,3:10:56,4:32
283,2722,YURI PAIM DE FIGUEIREDO,,Masculino,M5054,16,0:31:28,1:28:48,2:39:11,3:10:29,3:11:35,4:32
284,2341,CLAUDINEI DE OLIVEIRA,RM ASSESSORIA ESPORTIVA,Masculino,M4549,33,0:29:05,1:21:37,2:39:31,3:10:39,3:10:55,4:32
285,2883,ARAMIS B SALES,PACE SPORTS,Masculino,M3034,50,0:30:31,1:25:18,2:36:01,3:10:42,3:11:45,4:32
286,1445,JOAO PAULO EMIDIO RUFINO,MRUN ITAJUBA,Masculino,M2024,5,0:31:07,1:28:02,2:38:20,3:10:45,3:11:34,4:32
287,432,CLAUDINEIA MORETTO DA SILVA,MOOV ASSESSORIA ESPORTIVA,Feminino,F3034,1,0:30:35,1:28:21,2:39:37,3:10:48,3:10:59,4:32
288,1293,OSEIAS DE PAULA RODRIGUES,,Masculino,M4549,34,0:29:39,1:25:43,2:38:27,3:10:48,3:10:57,4:32
289,2270,JOAO LUIZ DE OLIVEIRA NASCIMENTO,TRILOPEZ PAULISTA FLATS IMOBILIARIA,Masculino,M4044,67,0:31:49,1:29:36,2:40:56,3:10:56,3:11:29,4:33
290,1325,EDLIEL DA SILVA ARCANJO,L3VIZ,Masculino,M4044,68,0:32:29,1:29:58,2:40:50,3:10:59,3:11:32,4:33
291,1820,EDIVANDRO MATTOS DE OLIVEIRA,CLUBE DE CORRIDA MARCIANO BARROS,Masculino,M4549,35,,,2:40:46,3:10:59,3:10:59,4:33
292,1102,ANTONIA NEIDE PIRES SOUZA,PAPALEGUASRUNNERS,Feminino,F5054,1,0:30:27,1:27:01,2:38:51,3:11:10,3:11:25,4:33
293,3359,DIEGO BERTACHINI MOYANO,BERTACHINI ASSESSORIA ESPORTIVA,Masculino,M3539,66,0:32:43,1:30:54,2:40:51,3:11:23,3:11:42,4:34
294,447,DAVID BAITRINGER PAULO,NAVEGA RUN,Masculino,M3539,67,0:32:57,1:29:47,2:41:25,3:11:28,3:14:43,4:34
295,480,FABRICIO DE SOUSA DULTRA,ROMERO TRAINING ASSESSORIA ESPORTIVA,Masculino,M3539,68,0:32:21,1:30:14,2:40:41,3:11:32,3:11:46,4:34
296,2383,MARIO DIEGO ZEPECHOUKA,TM RUNNERS,Masculino,M2529,22,0:31:20,1:26:59,2:38:49,3:11:39,3:12:20,4:34
297,3308,ALEXANDRE SARAIVA DE OLIVEIRA,FRARE ASSESSORIA ESPORTIVA,Masculino,M4549,36,0:32:46,1:32:27,2:42:58,3:11:42,3:12:40,4:34
298,3779,ANA PAULA MAXIMO ROMAO,ULTRA SPORTS,Feminino,F4044,3,0:31:50,1:28:33,2:40:49,3:11:46,3:11:46,4:34
299,11,DAYANA FERNANDES ALVES,LISOS RUNNERS EMPODERADASRUNNERSITZ,Feminino,ELTF,7,0:32:05,1:31:15,2:41:52,3:11:52,3:11:57,4:34
300,497,LEANDRO ANTONIO ZANCHI,SAVAZONI RUNNING TEAM,Masculino,M5054,17,0:32:02,1:30:08,2:42:02,3:11:57,3:12:21,4:34
301,1110,FABIANO F ALES,,Masculino,M4044,69,0:32:30,1:30:36,2:41:01,3:11:59,3:13:09,4:34
302,404,TADEU FREITAS MAGALDI,CMRUNNING ASSESSORIA,Masculino,DVM,1,0:29:44,1:23:40,2:32:23,3:12:00,3:12:03,4:34
303,3315,EDUARDO SANTANNA MARQUEZ,,Masculino,M4549,37,0:32:16,1:30:31,2:41:25,3:12:09,3:12:31,4:35
304,667,CAIO LAUTH GUALBERTO,GPA ASSESSORIA,Masculino,M3539,69,0:32:43,1:31:14,2:42:39,3:12:12,3:13:01,4:35
305,2407,FELIPE MOSER FACCIN,AMX SPORTS,Masculino,M3539,70,0:31:25,1:28:23,2:39:58,3:12:13,3:12:43,4:35
306,264,MARIO SERGIO BENATO,MB RUN,Masculino,M3539,71,0:31:22,1:28:27,2:38:16,3:12:24,3:12:47,4:35
307,587,EVANGELISTA EDUARDO,,Masculino,M5054,18,0:29:31,1:25:24,2:37:50,3:12:25,3:12:39,4:35
308,2744,XIAO HUANG,SUB ELITE VANILSON NEVES,Masculino,M3034,51,0:30:07,1:24:59,2:39:38,3:12:30,3:13:11,4:35
309,2111,EVERTON DE FRANCA,,Masculino,M4044,70,0:32:22,1:29:57,2:41:45,3:12:31,3:13:00,4:35
310,227,JOSE MARCOS PEREIRA,FABIO ZANOLI,Masculino,M3539,72,0:32:17,1:31:08,2:42:32,3:12:39,3:12:56,4:35
311,1475,MARCIO MARCILIO SOARES,EQUIPE IMBUHY,Masculino,M5054,19,0:29:47,1:24:09,2:37:14,3:12:49,3:13:47,4:35
312,3266,RAFAEL LUCIO,,Masculino,M4044,71,0:29:23,1:26:59,2:40:47,3:12:54,3:13:18,4:35
313,3399,JOAO NORBERTO DOS SANTOS JUNIOR,,Masculino,M4044,72,0:36:39,,2:38:24,3:12:59,3:13:37,4:35
314,2042,CICERO XAVIER,,Masculino,M5054,20,0:29:35,1:23:21,2:37:28,3:13:00,3:13:06,4:36
315,2683,CELITON LUMMERTZ DIAS,TEAN GORILA,Masculino,M4044,73,0:31:33,1:28:15,2:38:36,3:13:04,3:13:17,4:36
316,1116,LUIS FERNANDO MASSON,TR TEAM 013 TRAIL,Masculino,M4549,38,0:31:57,1:29:50,2:41:13,3:13:07,3:13:39,4:36
317,3579,ALYSON FLORIANI MEDEIROS,,Masculino,M2529,23,0:31:37,1:29:23,2:41:24,3:13:10,3:13:51,4:36
318,3340,BRUNO GONCALVES MAZZONI,MARON,Masculino,M4044,74,0:31:47,1:29:59,2:41:29,3:13:18,3:13:32,4:36
319,2972,ISADORA DE ALBUQUERQUE ROSSO,,Feminino,F3034,2,0:32:26,1:31:48,2:43:56,3:13:19,3:13:34,4:36
320,415,JEVERSON ROBSON PAULO,CDO RUNNERS,Masculino,M4549,39,0:31:39,1:30:26,2:42:03,3:13:19,3:13:31,4:36
321,2949,FLORIVAL XAVIER DIAS JUNIOR,CR RUNERS,Masculino,M3034,52,0:28:59,1:25:59,2:40:04,3:13:28,3:13:36,4:37
322,986,HELITON MATIAS RIBEIRO,DOCTORFIT RUN,Masculino,M3034,53,0:33:53,1:31:36,2:42:33,3:13:28,3:16:07,4:37
323,3786,VAGNER DE MOURA,,Masculino,M3539,73,0:32:22,1:31:03,2:42:49,3:13:29,3:13:55,4:37
324,3652,ROBERTA NOZARI,,Feminino,F4044,4,0:32:26,1:31:01,2:42:55,3:13:29,3:13:55,4:37
325,3587,ALEXSANDRO DE NOVAIS,T2 ASSESSORIA ESPORTISTA,Masculino,M4044,75,0:32:12,1:28:03,2:38:48,3:13:30,3:16:54,4:37
326,433,EWANDRO SEVERO SANTOS KOMECHEN,MOOV ASSESSORIA ESPORTIVA,Masculino,M4044,76,0:31:22,1:28:18,2:40:40,3:13:35,3:14:11,4:37
327,191,FERNANDO CINI FREITAS,GP-AMALIA,Masculino,M4549,40,0:31:11,1:27:07,2:38:45,3:13:36,3:13:44,4:37
328,143,ANDRE TARCHIANI SAVAZONI,SAVAZONI RUNNING TEAM,Masculino,M4549,41,0:30:48,1:28:30,2:41:30,3:13:39,3:13:47,4:37
329,1631,CARLOS AUGUSTO VIEIRA,CORRER VIVER,Masculino,M6064,1,0:31:10,1:29:06,2:41:41,3:13:58,3:14:04,4:37
330,816,GUILHERME THOMAZ,,Masculino,M3539,74,0:29:44,1:27:53,2:39:29,3:13:59,3:14:17,4:37
331,1340,ANA PAULA CORREA MISSAO VALDEVITE,RF TREINAMENTO,Feminino,F4044,5,0:33:08,1:33:07,2:44:37,3:14:00,3:14:47,4:37
332,2399,VALERIO SANTO PRETE,BIKE LEOPOLDINA,Masculino,M4044,77,0:33:11,1:32:17,2:44:12,3:14:15,3:14:42,4:37
333,3279,LUCIANO KLIMA,GO ON OUTDOOR,Masculino,M4549,42,0:30:33,1:26:32,2:38:56,3:14:15,3:14:53,4:37
334,2132,VAGNER ENRICO CASTILHO ALVES,RUN FUN BY AG,Masculino,M3539,75,0:33:19,1:32:25,2:43:34,3:14:17,3:14:45,4:38
335,131,ALEXANDRE JONCK,FAMILIA JONCK,Masculino,M4044,78,0:32:48,1:32:22,2:44:21,3:14:17,3:14:34,4:38
336,867,CLEBER AKIRA AKAMINE,RF TREINAMENTO,Masculino,M4044,79,0:29:47,1:23:23,2:42:25,3:14:37,3:14:45,4:38
337,2672,VINICIUS DANDOLO,RF TREINAMENTO,Masculino,M3539,76,0:33:22,1:33:26,2:44:40,3:14:37,3:15:26,4:38
338,2920,CARLOS ALEXANDRE RUBI,CLINICA DA CORRIDA,Masculino,M3539,77,0:32:04,1:30:07,2:42:00,3:14:38,3:15:12,4:38
339,776,MARCIA DOS SANTOS POSSARI,TEAM TURTERA,Feminino,F4044,6,0:31:20,1:28:22,2:41:11,3:14:41,3:15:00,4:38
340,1646,GIL ABEL GOMES,CORRIDA PERFEITA,Masculino,M4549,43,0:33:26,1:32:48,2:44:44,3:14:44,3:15:36,4:38
341,1530,GABRIEL ZACCHI,VIVA BEM RUN,Masculino,M3539,78,0:32:24,1:31:03,2:42:50,3:14:56,3:15:51,4:38
342,2658,VALDEIR AUGUSTO DE CAMPOS,CORRER E VIVER,Masculino,M3539,79,0:33:29,1:33:14,2:44:48,3:14:58,3:15:10,4:38
343,759,MINEIA CRISTINA VINCH,,Feminino,F4044,7,0:31:51,1:30:43,2:43:41,3:15:02,3:15:47,4:38
344,568,ANTONIO PAULO DE SOUSA MENDES,CORRIDA PERFEITA,Masculino,M4044,80,0:32:41,1:31:00,2:43:36,3:15:05,3:16:42,4:38
345,1711,ANDRE FERNANDES,,Masculino,M3034,54,0:31:43,1:28:33,2:44:07,3:15:31,3:15:45,4:40
346,2901,BRUNO FREITAS LEAL,SAUDE PERFORMANCE,Masculino,M3034,55,0:31:36,1:29:36,2:42:57,3:15:34,3:25:18,4:40
347,3286,CELSO SANTANA CHAVES DAGUIAR PETITINGA,RENATO MAIA,Masculino,M3034,56,0:32:38,1:32:05,2:44:48,3:15:35,3:16:14,4:40
348,1470,ALESSANDRO TAVARES,CHIMOVEMENT BRAZIL,Masculino,M4549,44,0:31:33,1:30:53,2:45:17,3:15:51,3:16:16,4:40
349,2660,CAMILO DA COSTA CORREA,CIA DOS CAVALOS,Masculino,M3034,57,0:32:52,1:32:16,2:45:04,3:15:51,3:16:14,4:40
350,3281,MILENA FONSECA PRADO TAVARES,DINIZ,Feminino,F2529,1,0:32:50,1:32:10,2:45:09,3:15:52,3:16:17,4:40
351,1774,RODOLFO ROCHA,SAUDE PERFORMANCE,Masculino,M4549,45,0:33:02,1:32:52,2:45:48,3:15:59,3:16:37,4:40
352,3193,ELIANE RODRIGUES DE SOUZA,BODYLAB,Feminino,F3539,2,0:32:23,1:32:11,2:44:54,3:16:03,3:16:24,4:40
