Pos,Num,name,Equipe,gender,Cat,Por Categoria,PC1_42K,PC2_42K,PC3_42K,time,Tempo Bruto,Vel.Média
2408,2051,MARIO JOSE ALVES,CORRIDA ACESSIVEL,Masculino,M5054,162,0:42:32,1:58:21,3:47:33,4:40:13,4:40:52,6:40
2409,3540,JOSE ANTONIO PEREIRA BEZERRA,BODYTRI,Masculino,M6064,34,0:47:05,2:14:17,3:55:30,4:40:23,4:43:39,6:41
2410,2527,VANUSA MINETTO,,Feminino,F5054,36,0:43:45,2:05:44,3:54:17,4:40:27,4:43:20,6:41
2411,3644,DENILSON C NEVES,,Masculino,M5054,163,0:47:35,2:13:20,3:58:13,4:40:35,4:43:00,6:41
2412,1072,HELIA PINHEIRO,T4SPORTS,Feminino,F5559,32,0:44:45,2:11:05,3:56:08,4:40:43,4:43:22,6:41
2413,438,CYNTHIA MICHILENA TAVARES,MOVE ON,Feminino,F2529,41,0:41:34,2:01:12,3:53:30,4:40:49,4:43:15,6:41
2414,1831,ALEXANDRE WITKOSKI AVILA,,Masculino,M4044,425,0:46:59,2:11:36,3:55:07,4:40:55,4:44:05,6:41
2415,137,ANDERSON ISRAEL SILVA DA SILVA,TEAM MONSTER,Masculino,M3539,415,0:41:11,1:54:16,3:50:52,4:41:21,4:44:32,6:42
2416,287,RAFAEL DORNELES GONCALVES,TEAM MONSTER,Masculino,M3539,416,0:41:14,1:54:18,3:50:52,4:41:23,4:44:32,6:42
2417,1459,ALAIN RAMON OLIVEIRA DE SOUSA,TREINE BEM,Masculino,M3539,417,0:37:24,1:50:21,3:49:38,4:41:24,4:43:49,6:42
2418,2691,SAULO LUIZ POFFO,CORRELAGES,Masculino,M6064,35,0:43:37,2:02:54,3:52:05,4:41:27,4:44:48,6:42
2419,2044,BETANIA MARCIANA SILVA DE ARAUJO,SCOOBY QUALITY RUN,Feminino,F5054,37,0:43:52,2:03:56,3:50:34,4:41:32,4:43:45,6:42
2420,1131,GIULIANA GELBCKE KASECKER,GMAX ATHLETICS,Feminino,F4549,102,0:45:10,2:07:15,3:56:01,4:41:32,4:44:19,6:42
2421,1898,KRISHNA KAREN SANTIAGO DA SILVA,MNHT ASSESSORIA ESPORTIVA,Feminino,F3034,84,0:44:50,2:08:14,3:54:56,4:41:36,4:43:26,6:42
2422,3590,CLEITON JOSE SOUZA SILVA,,Masculino,M3034,266,0:39:15,1:50:42,3:39:12,4:41:36,4:44:46,6:42
2423,3395,ARIANA GABRIEL FELIPPE,DOCTOR FIT VILA NOVA,Feminino,F2529,42,0:40:40,1:53:57,3:47:22,4:41:43,4:44:18,6:43
2424,1492,ALEXANDRE D AQUINO LOBATO,GD ASSESSORIA ESPORTIVA,Masculino,M5054,164,0:44:50,2:06:15,3:52:54,4:41:45,4:44:20,6:43
2425,1841,ANDRESA GABY FERRAZ LISBOA,,Feminino,F4044,145,0:44:54,2:07:59,3:55:01,4:41:49,4:43:41,6:43
2426,2034,JOVAN LOURIVAL RODRIGUES GONCALVES,,Masculino,M3034,267,0:36:47,1:43:39,3:46:37,4:41:52,4:42:52,6:43
2427,3289,EDSON LUIZ SOUZA,,Masculino,M5054,165,0:38:46,1:54:56,3:51:56,4:42:04,4:42:15,6:43
2428,1268,PEDRO HENRIQUE BONINI MATAVELLI,SABOYA,Masculino,M2529,114,0:45:30,2:06:54,3:54:28,4:42:06,4:45:40,6:43
2429,1609,VIVIANE MITIE MAEDA,,Feminino,F4044,146,0:41:00,1:57:25,3:47:48,4:42:11,4:44:53,6:43
2430,961,THIAGO COSTA GOMES,ROAD RUNNERS,Masculino,M4549,268,0:40:10,1:56:28,3:49:21,4:42:11,4:43:02,6:43
2431,355,VANESSA DOS REIS CAMPOS,EVOLUTION,Feminino,F2529,43,0:43:24,2:05:36,3:54:18,4:42:12,4:45:06,6:43
2432,2870,RYAN RANDALL,,Masculino,M4044,426,0:42:18,2:00:47,3:50:09,4:42:15,4:43:55,6:43
2433,1169,JOSE CARLOS DE REZENDE,EMPYREO RUNNERS,Masculino,M5054,166,0:45:47,2:09:51,3:58:54,4:42:17,4:44:54,6:43
2434,1549,LIVINE SPIANDORELLO,CARE STUDIO DE CORRIDA,Feminino,F3539,125,0:48:20,2:12:48,4:00:16,4:42:20,4:45:28,6:43
2435,1245,ANTONIO CARLOS LAURENTINO DA SILVA,HELIOS RUNNING,Masculino,M3539,418,0:44:44,2:07:00,3:52:05,4:42:23,4:43:31,6:43
2436,1246,WYLKERSON DE BARROS PEREIRA,HELIOS RUNNING,Masculino,M4549,269,0:44:47,2:07:04,3:52:06,4:42:23,4:43:30,6:43
2437,2368,JAQUELINE MACIEL DE MENEZES,POA RUN,Feminino,F3539,126,0:41:35,1:58:39,3:52:50,4:42:33,4:44:37,6:44
2438,1828,YURI SILVA NASCIMENTO,ACRU - UBERABA,Masculino,M5054,167,0:42:55,2:02:28,3:51:47,4:42:36,4:43:46,6:44
2439,3167,ANDRE SOUTO,A TREINAMENTO PERSONALIZADO,Masculino,M5054,168,0:44:29,2:08:41,3:56:38,4:42:37,4:45:16,6:44
2440,3371,EDGAR KRETZER JUNIOR,CREATED,Masculino,M2529,115,0:39:36,1:55:00,3:51:26,4:42:38,4:44:03,6:44
2441,408,LUANE ROQUETE DOS SANTOS,040 ASSESSORIA ESPORTIVA,Feminino,F3034,85,0:43:50,2:02:38,3:50:59,4:42:42,4:45:55,6:44
2442,978,ALINE CRISTINA PIRES,NEWPACE,Feminino,F3034,86,0:41:44,2:03:16,3:54:45,4:42:42,4:45:20,6:44
2443,555,PAULA MARIA CHEREM LUFT,NEWPACE,Feminino,F3539,127,0:41:47,2:03:15,3:54:45,4:42:44,4:45:20,6:44
2444,435,MARIA AMELIA INGLES,MOOV ASSESSORIA ESPORTIVA,Feminino,F5054,38,0:42:26,2:04:56,3:53:57,4:42:48,4:45:27,6:44
2445,813,SOLANGE CARDOSO DA SILVA,,Feminino,F4549,103,0:43:30,2:02:00,3:57:25,4:42:48,4:44:08,6:44
2446,2362,NATALIA NOZELLA DE BRITO,EQUIPE CORRE CORRE,Feminino,F3034,87,0:44:40,2:05:22,,4:42:49,4:46:01,6:44
2447,2325,ADRIANA MACEDO,VIVOU INSPIRA,Feminino,F4549,104,0:41:37,2:02:51,3:52:28,4:42:58,4:44:05,6:44
2448,3767,MARCIA R A DE A DALPRA,TEAM NOGUEZ,Feminino,F4044,147,0:44:41,2:04:31,3:51:12,4:43:02,4:46:12,6:44
2449,657,ANDERSON DA MAIA,JOEL RUNNERS ACESSORIA,Masculino,M3034,268,0:46:14,2:08:30,3:58:31,4:43:04,4:46:09,6:44
2450,1260,SILVIO ROBERTO ALVES DE MELO,,Masculino,M5559,75,0:43:19,1:59:52,3:49:05,4:43:06,4:46:00,6:44
2451,1746,MARCOS ANDARI,ALPHA TRIAL RUNNERS,Masculino,M6569,14,0:43:46,2:07:49,3:53:40,4:43:07,4:45:34,6:44
2452,1344,PAULA VIANA,RENEGADOS RUNNERS,Feminino,F3539,128,0:39:52,1:57:29,3:50:49,4:43:10,4:44:15,6:44
2453,2704,CARINA APARECIDA DE OLIVEIRA HORN,EQUIPE ACELERA,Feminino,F3034,88,0:42:52,2:01:21,3:49:47,4:43:10,4:44:46,6:44
2454,799,BRUNA MERLIN,NO LIMIAR,Feminino,F2529,44,0:44:50,2:07:50,3:53:57,4:43:25,4:46:38,6:45
2455,1109,JONATHAN SILVA SCHREIBER,,Masculino,M3034,269,0:44:51,2:08:01,3:53:58,4:43:26,4:46:41,6:45
2456,1421,LEANDRO DE OLIVEIRA E SILVA BRAGA,CIENCIA DO ENDURANCE,Masculino,M3034,270,0:46:47,2:09:24,3:54:22,4:43:31,4:46:30,6:45
2457,2414,VAMILSON DE LIMA,LIMA,Masculino,M3539,419,0:39:37,1:49:50,3:40:33,4:43:32,4:46:04,6:45
2458,571,MARIANA MONTEIRO LEITE CISCATO,,Feminino,F4549,105,0:45:38,2:07:42,3:58:16,4:43:36,4:45:49,6:45
2459,2258,LUCILEI FATIMA DOS SANTOS,,Feminino,F4549,106,0:46:45,2:12:23,3:59:22,4:43:38,4:46:28,6:45
2460,2157,MIGUEL ANGELO CHEMIN GADENS,,Masculino,M4044,427,0:42:04,2:01:28,3:53:29,4:43:38,4:44:32,6:45
2461,827,FELIPE MAEDA XAVIER,,Masculino,M3539,420,0:41:15,1:57:45,3:47:38,4:43:40,4:45:12,6:45
2462,505,THIAGO AUGUSTUS BUCCI,T2 ASSESSORIA ESPORTIVA,Masculino,M4044,428,0:44:29,2:02:34,3:53:02,4:43:40,4:47:07,6:45
2463,703,FRANCISCO POVOAS,,Masculino,M2529,116,0:41:16,1:57:46,3:47:33,4:43:41,4:45:11,6:45
2464,502,JULIANA JAKOMULSKY DA SILVA,T2 ASSESSORIA ESPORTIVA,Feminino,F4044,148,0:44:27,2:03:43,3:54:02,4:43:44,4:47:10,6:46
2465,2727,ALVACI OLIVEIRA SILVA JUNIOR,,Masculino,M4044,429,0:43:22,2:02:26,3:51:55,4:43:56,4:46:35,6:46
2466,3405,MATHIAS EHRICH,,Masculino,M6064,36,0:47:03,2:09:03,3:56:46,4:44:02,4:46:36,6:46
2467,299,ROBERTO CARLOS CARVALHO DA SILVA,,Masculino,M5054,169,0:43:28,,3:41:19,4:44:10,4:44:49,6:46
2468,3231,CLAUDINEI LOPATKA,G148,Masculino,M6064,37,0:41:09,1:57:48,3:46:35,4:44:14,4:45:32,6:46
2469,949,ROSANE MARIA MAZUR CASAGRANDE,RF TRIATHLON,Feminino,F4549,107,0:44:44,2:04:43,3:53:13,4:44:15,4:46:13,6:46
2470,2843,LUCAS VIEIRA DE PAULA,EQUIPE CONTRA O TEMPO,Masculino,M2529,117,0:39:33,1:46:23,3:55:08,4:44:19,4:46:00,6:46
2471,1853,LORENI QUADROS,GD ASSESSORIA ESPORTIVA,Feminino,F4549,108,,,,4:44:30,4:44:30,6:46
2472,328,VANUZA BAUER DE MATOS,META ASSESSORIA ESPORTIVA,Feminino,F3539,129,0:40:17,2:05:49,4:05:05,4:44:31,4:46:22,6:46
2473,3577,CLEIDE MARIA SALVI,LIFE COMPANY,Feminino,F6064,7,0:44:22,2:04:13,3:54:47,4:44:48,4:46:37,6:47
2474,1460,NERY PERETO,CASCAVEL RUN,Masculino,M5559,76,0:43:45,2:01:01,3:48:28,4:45:03,4:47:30,6:47
2475,3517,LEONARDO REMIGIO,,Masculino,M3034,271,0:46:08,2:05:23,3:50:12,4:45:06,4:47:04,6:47
2476,1750,POLYANE FIGUEIREDO COURA DE OLIVEIRA,BHRACE,Feminino,F3539,130,0:38:43,1:50:42,3:34:36,4:45:08,4:46:58,6:47
2477,1967,FELIPE MACHADO MARTINELLI DE SOUZA,,Masculino,M3539,421,0:44:02,2:05:08,3:56:25,4:45:11,4:48:11,6:47
2478,564,VALERIA DE ANGELIS VIEIRA,TUIK LARA,Feminino,F5559,33,0:43:59,2:05:38,3:55:11,4:45:14,4:47:32,6:47
2479,169,DANILO GOTO,,Masculino,M3034,272,0:45:49,2:08:11,3:58:31,4:45:17,4:47:04,6:47
2480,2215,JINKUN YUAN,,Masculino,M3539,422,0:44:39,2:04:27,3:54:55,4:45:25,4:48:27,6:48
2481,625,VICTOR OTAVIO PETER KEUNECKE,,Masculino,M4044,430,0:42:22,1:58:58,3:51:00,4:45:26,4:47:35,6:48
2482,2216,ZUOGUO LUO,,Masculino,M4044,431,0:44:40,2:04:28,3:54:58,4:45:31,4:48:33,6:48
2483,2444,ARILSON FRANCISCO ABREU,,Masculino,M4549,270,0:41:07,1:56:47,3:47:56,4:45:32,4:46:25,6:48
2484,3480,SAIMON RIBIERO SILVA,,Masculino,M3034,273,0:42:14,2:02:36,3:55:47,4:45:32,4:48:28,6:48
2485,1066,ADRIANO BRAGA DE ALMEIDA,,Masculino,M4044,432,0:38:33,1:48:09,3:45:36,4:45:33,4:46:51,6:48
2486,1969,MARIA MARISTELA PRESTES,INDIVIDUAL,Feminino,F4044,149,0:44:03,2:03:45,3:52:01,4:45:37,4:47:22,6:48
2487,2932,SERGIO VIDAL MONTEIRO CRUZ,CORRENDO COM PROPOSITO,Masculino,M4549,271,0:43:36,2:00:14,3:45:50,4:45:38,4:48:20,6:48
2488,186,FABIO FERNANDES DA SILVA,CSRUNNING,Masculino,M4044,433,0:45:17,2:05:30,3:49:53,4:45:50,4:49:12,6:49
2489,1489,LEANDRO TARGINO DOS SANTOS,,Masculino,M4044,434,0:42:58,2:03:32,3:51:05,4:46:07,4:48:17,6:49
2490,1614,FRANCISCA ADRIANA O DE SOUSA,VICIO DO BEM,Feminino,F4044,150,0:43:12,2:04:26,3:58:22,4:46:09,4:49:32,6:49
2491,1613,ANDRE LUIZ DE AZEVEDO FEITAL,VICIO DO BEM,Masculino,M4044,435,0:43:14,2:04:15,3:58:22,4:46:12,4:49:32,6:49
2492,935,VINICIO HAUBERT COTTA,,Masculino,M4044,436,0:40:17,2:00:20,3:55:35,4:46:13,4:46:39,6:49
2493,1644,BEATRIZ PIMENTA,ANDERTRAINING,Feminino,F2529,45,0:46:23,2:06:37,3:56:51,4:46:17,4:49:11,6:49
2494,3333,FELICIANA UEYAMA,,Feminino,F5054,39,0:48:30,2:13:20,4:00:04,4:46:19,4:48:56,6:49
2495,790,BRAULIO FIGUEIREDO PINTO,,Masculino,M4044,437,0:42:42,1:58:57,3:52:59,4:46:22,4:47:50,6:49
2496,2541,EDUARDO GAGLIARDI ZAMBON,BOLA RUNNING,Masculino,M4549,272,0:43:30,2:03:02,3:54:40,4:46:31,4:49:29,6:49
2497,1177,CRISTIANO GARCIA,FOCA NA CORRIDA,Masculino,M4549,273,0:45:15,2:09:30,3:58:53,4:46:35,4:48:39,6:49
2498,2540,VANESSA ZAMBON,BOLA RUNNING,Feminino,F4044,151,0:43:30,2:03:03,3:54:42,4:46:36,4:49:31,6:49
2499,542,JOAO GUILHERME TABALIPA,FLORIPA RUNNERS,Masculino,M4044,438,0:43:40,2:11:11,3:58:07,4:46:36,4:48:39,6:49
2500,274,NEZIAS F BARROS BARROS,,Masculino,M6064,38,0:39:50,1:56:19,3:55:29,4:46:39,4:49:24,6:49
2501,1698,GERALDO SIMOES MENDES NETTO,MFT,Masculino,M4549,274,0:47:40,2:12:57,4:00:35,4:46:44,4:49:14,6:50
2502,2480,LEANDRO FERNANDES VIEIRA,,Masculino,M4044,439,0:42:28,1:57:08,3:49:34,4:46:53,4:48:50,6:50
2503,922,DAISY NISHINO MOROTOMI,SRI CHINMOY,Feminino,F3539,131,0:44:44,2:07:42,3:57:51,4:46:59,4:50:01,6:50
2504,313,SAMARA MENDES,,Feminino,F4044,152,0:48:17,2:14:09,3:59:31,4:46:59,4:49:22,6:50
2505,1051,VINICIUS ZAPOLA DA SILVA,TECH SPORT BRASIL,Masculino,M3034,274,0:41:51,1:57:49,3:47:45,4:47:00,4:48:18,6:50
2506,1277,ELAINE CRISTINA RAMIRO RASTELLI DE LIMA,PODEROSAS RP,Feminino,F4549,109,0:42:44,2:04:19,3:58:17,4:47:01,4:47:56,6:50
2507,1139,EMANUEL SOUZA ALBERTON,,Masculino,M4044,440,0:42:37,2:03:21,3:59:18,4:47:02,4:48:38,6:50
2508,3299,CESAR AUGUSTO MENOCCI CAPPABIANCO,ROSANA MERINO SPORTS,Masculino,M4549,275,0:48:56,2:16:14,4:06:08,4:47:04,4:49:19,6:50
2509,2259,EDIRLENE IRLEIA DOS DIAS,,Feminino,F4044,153,0:46:44,2:12:24,3:59:25,4:47:11,4:50:01,6:50
2510,1546,LUCIANA ADAMATTI,CARE STUDIO DE CORRIDA,Feminino,F5054,40,0:44:10,2:07:48,3:55:53,4:47:13,4:50:00,6:50
2511,2279,LUCIANA DA SILVA ARAUJO,ALCATEIA,Feminino,F4044,154,0:44:36,2:07:15,3:55:49,4:47:16,4:49:48,6:50
2512,1996,RENATO RODRIGUES DOS SANTOS,,Masculino,M4044,441,0:45:01,2:03:56,3:52:41,4:47:20,4:50:50,6:50
2513,450,EVERALDO BRUM,NAVEGA RUN,Masculino,M5054,170,0:45:15,2:09:01,3:59:46,4:47:22,4:48:21,6:50
2514,446,AMELIA MARIA FELIPPE,NAVEGA RUN,Feminino,F5559,34,0:45:19,2:09:03,3:57:42,4:47:25,4:48:22,6:50
2515,2721,RAFAEL GONCALVES SCHMIDT,ACTION RUN,Masculino,M3539,423,0:40:56,1:56:03,3:52:20,4:47:48,4:49:10,6:51
2516,927,FABIO PEREIRA DOS SANTOS,,Masculino,M4549,276,0:45:16,2:06:22,4:00:27,4:47:48,4:50:44,6:51
2517,926,FERNANDA CAROLINE DA SILVA SANTOS,,Feminino,F4044,155,0:45:17,2:06:14,4:00:29,4:47:49,4:50:45,6:51
2518,974,CARLOS EDUARDO DA SILVA MACHADO,,Masculino,M3034,275,0:42:06,2:00:43,3:57:47,4:47:50,4:50:42,6:51
2519,2846,PATRICIA MARTINS,F3ASSESSORIA ESPORTIVA,Feminino,F4549,110,0:43:23,2:02:45,3:09:07,4:47:51,4:50:42,6:51
2520,913,DIEGO GOMES BLANCO,FLORIPA RUNNERS,Masculino,M4549,277,0:42:39,2:02:38,3:54:34,4:47:53,4:50:29,6:51
2521,1574,CLARISSA RODRIGUES DE SOUZA,FFCOUTO,Feminino,F4044,156,0:44:37,2:07:31,3:57:40,4:47:56,4:49:38,6:52
2522,3505,JOAQUIM FERNANDO S R MORITZ,D RUNNING TEAM,Masculino,M5054,171,0:43:02,2:05:48,3:58:34,4:48:23,4:50:40,6:52
2523,742,ELENICE MILENA SCHWARZ,,Feminino,F5559,35,0:41:33,2:02:04,3:57:32,4:48:23,4:50:48,6:52
2524,1397,JOAO PAULO STREPPELROCHA,MY RUNNER,Masculino,M4044,442,0:47:42,2:10:33,3:58:40,4:48:23,4:51:51,6:52
2525,3322,MICHELLE ALONSO JEPAN,CORRIDA PERFEITA,Feminino,F3034,89,0:46:34,2:11:47,4:00:36,4:48:25,4:50:57,6:52
2526,606,ALEXANDRE GOMES LEITE,GOON,Masculino,M4549,278,0:46:08,2:10:40,4:01:35,4:48:26,4:50:36,6:52
2527,607,LUCIANA BARBOSA CORTES LEITE,GOON,Feminino,F4044,157,0:46:10,2:10:53,4:01:34,4:48:34,4:50:44,6:52
2528,2929,ALVARO DA ROCHA ANTUNES,KPR,Masculino,M7099,6,0:40:51,1:56:06,3:49:25,4:48:35,4:49:56,6:52
2529,2332,LAURICIO MENEZES CHAVES,PRO ELITE --- SANTA MARIA - RS,Masculino,M5559,77,0:39:43,1:54:15,3:55:46,4:48:38,4:50:26,6:52
2530,3461,CAMILA BRANDOLIN DA SILVA,CAPITAO TREINAMENTO PERSONALIZADO,Feminino,F4044,158,0:47:34,2:10:02,3:57:31,4:48:50,4:51:53,6:53
2531,248,LUIS FERNANDO DIAS DE SOUZA,CAPITAO TREINAMENTO PERSONALIZADO,Masculino,M3539,424,0:47:31,2:10:53,3:57:38,4:48:51,4:51:53,6:53
2532,2150,RADAMES VIEIRA MARQUES,EMFRENTE,Masculino,M4549,279,0:39:25,1:54:17,3:52:08,4:48:55,4:51:23,6:53
2533,2458,JACKSON CUNHA CASSIMIRO,F3 ASSESSORIA ESPORTIVA,Masculino,M3539,425,0:48:52,2:17:04,4:07:10,4:49:20,4:52:21,6:53
2534,2377,SILVIA REGINA LOPES,INSPIRE RUN,Feminino,F4549,111,0:43:53,2:07:03,3:58:59,4:49:21,4:51:51,6:53
2535,1487,EDNA MARIA DE OLIVEIRA SILVA,TIME JUNDIAI,Feminino,F6569,5,0:44:14,2:04:30,4:00:58,4:49:33,4:50:40,6:53
2536,2647,MARCUS VINICIUS VENANCIO DA PENHA,,Masculino,M4549,280,0:40:55,1:56:43,3:58:02,4:49:37,4:52:24,6:54
2537,1862,FATIMA APARECIDA BERNARDES,,Feminino,F6064,8,0:47:41,2:13:26,4:04:39,4:49:38,4:52:15,6:54
2538,300,RODOLFO LIMA MENDES,ISRAEL,Masculino,M3539,426,0:41:48,2:04:15,3:58:29,4:49:45,4:50:54,6:54
2539,2654,TAIS ALESSANDRA FISCHER BACCA,GRUPO DO BAY,Feminino,F4044,159,0:44:04,2:05:07,4:03:26,4:50:00,4:52:37,6:54
2540,285,PRISCILA PRADO LOUVIZE,TEAM MUTANTE,Feminino,F4044,160,0:44:42,2:08:48,4:03:54,4:50:02,4:50:59,6:55
2541,320,SONIA FELICIO,CASSIO LUCCA ASSESSORIA ESPORTIVA,Feminino,F4549,112,0:44:57,2:06:58,4:01:33,4:50:09,4:51:22,6:55
2542,213,ITAMAR FIORAVANTE GODOY,PRO ELITE,Masculino,M6569,15,0:46:04,2:09:45,4:00:26,4:50:11,4:51:59,6:55
2543,3768,EDVANDRO COSTA,,Masculino,M4549,281,0:41:33,2:01:56,3:57:57,4:50:18,4:52:09,6:55
2544,1332,RONY PEDROSO VASQUES,LETS GO RUNNER,Masculino,M3539,427,,2:03:16,4:00:57,4:50:20,4:53:20,6:55
2545,2690,ADRIANO ROSA,42K ASSESSORIA ESPORTIVA,Masculino,M3539,428,0:43:54,2:05:15,3:59:40,4:51:03,4:53:57,6:56
2546,3566,WAGNER MELLO,WAGNER PERSONALLL,Masculino,M3539,429,0:44:49,2:07:51,4:01:14,4:51:05,4:54:14,6:56
2547,919,JOSE GERALDO ALVES DOS SANTOS,TARTARUGAS DO ASFALTO,Masculino,M6064,39,0:47:17,2:12:41,4:00:46,4:51:08,4:53:28,6:56
2548,536,EDENILDES VENDRUSCOLO,RICARDO BRANDT,Feminino,F5054,41,0:40:12,1:58:19,3:53:14,4:51:31,4:53:22,6:56
2549,1507,CASSIA APARECIDA DE CASTRO DEDATE,LIFE4FUN,Feminino,F4549,113,0:43:37,2:05:02,4:00:59,4:51:37,4:54:26,6:56
2550,1302,VANESSA AGNELO,,Feminino,F4044,161,0:41:28,2:15:47,4:05:18,4:51:41,4:52:28,6:56
2551,1133,JOSE ANTONIO SARTURI,DESPLANILHADOS,Masculino,M6064,40,0:40:42,1:57:17,3:48:50,4:51:42,4:53:49,6:56
2552,2281,RONALDO AMARAL DA COSTA,,Masculino,M4044,443,0:43:25,1:58:09,3:51:09,4:51:59,4:54:59,6:57
2553,1250,KATIA MARIA GALLY DA SILVA,CREWSOLFRUN,Feminino,F4549,114,0:45:50,2:05:06,3:57:47,4:52:03,4:54:27,6:57
2554,1418,JOAO MEIRA DE SOUZA,CREW SOFT RUN,Masculino,M5054,172,0:45:56,2:05:09,3:57:51,4:52:04,4:54:26,6:57
2555,1935,LIVIA SLAVIERO RAMOS,LS RUN ASSESSORIA ESPORTIVA,Feminino,F3034,90,0:46:47,2:11:21,3:59:21,4:52:07,4:55:13,6:57
2556,1031,CLAUDIA CRISTINA PEREIRA DA SILVA,LSRUN,Feminino,F4549,115,0:46:45,2:11:38,3:59:21,4:52:08,4:55:16,6:58
2557,2262,RAFAEL GUEDES ABREU,LS RUN ASSESSORIA ESPORTIVA,Masculino,M4549,282,0:46:42,2:11:18,3:59:11,4:52:08,4:55:17,6:58
2558,2012,PEDRO THIAGO RIBEIRO,BODYFUN,Masculino,M3034,276,0:38:42,1:47:01,,4:52:10,4:54:45,6:58
2559,1567,DAVID P BARGUENO,,Masculino,M3539,430,0:42:08,1:57:54,3:56:43,4:52:17,4:54:53,6:58
2560,109,PALOMA CAMILA FERRO,DUNAMIS ASSESSORIA ESPORTIVA,Feminino,F3034,91,0:44:10,2:07:47,4:00:48,4:52:27,4:55:49,6:58
2561,575,GABRIELA TOMAS JERONIMO,F3 ASSESSORIA ESPORTIVA,Feminino,F4044,162,0:46:13,2:14:19,4:05:29,4:52:38,4:55:30,6:58
2562,3477,ADALBERTO FERNANDES DO CARMO,CWB RUNNER,Masculino,M2529,118,0:40:25,1:56:48,3:59:08,4:52:58,4:54:43,6:59
2563,2387,JOAO VICENTE M FRANQUINI,MAXIMIZE,Masculino,M4549,283,0:46:58,2:11:44,4:02:12,4:53:04,4:55:34,6:59
2564,1870,PAULO CIVIDINI,,Masculino,M4549,284,0:37:05,1:48:08,3:49:03,4:53:11,4:53:52,6:59
2565,1568,WILLIAM SCOTT HARTLEY,,Masculino,M3034,277,0:43:14,2:03:29,3:58:11,4:53:14,4:55:53,6:59
2566,3400,JOAO MARCOS MACHADO DE OLIVEIRA,ZK SPORTS,Masculino,M6064,41,0:42:06,1:59:38,3:58:31,4:53:14,4:55:27,6:59
2567,1463,CAROLYNE SILVESTRE OLIVEIRA MENDES,,Feminino,F3034,92,0:43:19,2:03:16,3:58:08,4:53:20,4:56:18,6:59
2568,1233,DERMIVAL GUEDES DE MELO,,Masculino,M7099,7,0:29:06,1:46:28,3:58:32,4:53:28,4:54:23,6:59
2569,379,ARCEU GUASTALA,PAPALEGUAS,Masculino,M7099,8,0:42:51,1:57:26,3:58:21,4:53:32,4:55:46,6:59
2570,2446,MARCEL MERLOS,PAPALEGUAS,Masculino,M4549,285,0:42:50,1:57:27,3:58:21,4:53:34,4:55:47,6:59
2571,2412,LEONARDO FERREIRA,SANTITREINOS,Masculino,M3539,431,0:41:54,1:57:01,3:47:17,4:53:35,4:54:38,6:59
2572,2083,ANDRE COGA,,Masculino,M4549,286,0:45:39,2:07:40,3:58:24,4:53:45,4:55:58,6:59
2573,3539,CELSO JOSE DE SOUSA,,Masculino,M4044,444,0:42:30,1:58:41,3:55:55,4:53:51,4:56:30,7:00
2574,1478,SIMONE SARTORI MELLO,PRO ELITE,Feminino,F4549,116,0:43:25,2:07:15,4:02:54,4:53:51,4:55:39,7:00
2575,3510,RODRIGO MENDES,,Masculino,M3539,432,0:47:31,2:11:09,4:03:04,4:54:01,4:56:36,7:00
2576,2041,JOSE SALOMAO MARQUES DO CARMO,,Masculino,M3539,433,0:45:51,2:09:05,4:03:05,4:54:01,4:56:34,7:00
2577,2756,EDSON LUIZ REZENDE,,Masculino,M5559,78,0:41:16,1:56:07,3:53:06,4:54:03,4:56:49,7:00
2578,865,JEANE OLIVEIRA MAMONA,TARTARUGAS DO ASFALTO,Feminino,F4549,117,0:47:22,2:12:53,4:02:08,4:54:08,4:56:28,7:00
2579,3508,MARILIA JARDINI MADER,JJ TEAM - CAMPINAS,Feminino,F4044,163,0:41:29,2:01:06,3:57:57,4:54:09,4:56:26,7:00
2580,633,ROGERIO BETAT,MARCELO BATISTA,Masculino,M4549,287,0:45:51,2:12:17,4:06:00,4:54:19,4:56:51,7:01
2581,1431,RAFAEL ZAMPIERI PAIVA,,Masculino,M4044,445,0:44:08,2:05:28,4:03:33,4:54:21,4:57:44,7:01
2582,1080,MARCELA GONCALVES FLORES,,Feminino,F4044,164,0:44:10,2:05:27,4:03:33,4:54:22,4:57:44,7:01
2583,868,AGLAE MIRTES PADILHA,ACESSORIA TAFIT,Feminino,F4549,118,0:43:42,2:07:06,4:05:00,4:54:27,4:56:47,7:01
2584,1305,SHIRLEY DUDA,EU CORREDORA,Feminino,F4549,119,0:42:40,2:03:31,3:58:48,4:54:27,4:54:49,7:01
2585,2652,PAULO LEANDRO DE ALMEIDA,PSICOPATAS DA MADRUGADA,Masculino,M4549,288,0:43:22,2:03:52,3:59:32,4:54:29,4:56:37,7:01
2586,272,NATANAEL RODRIGUES DA SILVA,TEAM FENIX,Masculino,M3034,278,0:44:26,2:07:22,4:03:20,4:54:31,4:55:50,7:01
2587,3595,GERMANO JOSE SOUZA,,Masculino,M5054,173,0:40:04,2:00:53,4:02:20,4:54:35,4:55:34,7:01
2588,3288,CLARISSA GUEDES,CONCORDIA RUNNERS,Feminino,F4549,120,0:47:03,2:11:51,4:05:12,4:54:36,4:57:23,7:01
2589,1963,EDUARDO ANTONIO BRAGAGLIA FILHO,,Masculino,M5054,174,0:49:03,2:16:19,4:06:42,4:54:38,4:55:30,7:01
